縣市,Location,類型,Class,遊憩據點,Scenic Spots,2008/09,2008/10,2008/11,2008/12,2009/01,2009/02,2009/03,2009/04,2009/05,2009/06,2009/07,2009/08,2009/09,2009/10,2009/11,2009/12,2010/01,2010/02,2010/03,2010/04,2010/05,2010/06,2010/07,2010/08,2010/09,2010/10,2010/11,2010/12,2011/01,2011/02,2011/03,2011/04,2011/05,2011/06,2011/07,2011/08,2011/09,2011/10,2011/11,2011/12,2012/01,2012/02,2012/03,2012/04,2012/05,2012/06,2012/07,2012/08,2012/09,2012/10,2012/11,2012/12,2013/01,2013/02,2013/03,2013/04,2013/05,2013/06,2013/07,2013/08,2013/09,2013/10,2013/11,2013/12,2014/01,2014/02,2014/03,2014/04,2014/05,2014/06,2014/07,2014/08,2014/09,2014/10,2014/11,2014/12,2015/01,2015/02,2015/03,2015/04,2015/05,2015/06,2015/07,2015/08,2015/09,2015/10,2015/11,2015/12,2016/01,2016/02,2016/03,2016/04,2016/05,2016/06,2016/07,2016/08,2016/09,2016/10,2016/11,2016/12,2017/01,2017/02,2017/03,2017/04,2017/05,2017/06,2017/07,2017/08,2017/09,2017/10,2017/11,2017/12,2018/01,2018/02,2018/03,2018/04,2018/05,2018/06,2018/07,2018/08,2018/09,2018/10,2018/11,2018/12,2019/01,2019/02,2019/03,2019/04,2019/05,2019/06,2019/07,2019/08,2019/09,2019/10,2019/11,2019/12,2020/01,2020/02,2020/03,2020/04,2020/05,2020/06,2020/07,2020/08,2020/09,2020/10,2020/11,2020/12,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06,2021/07,2021/08,2021/09,2021/10,2021/11,2021/12,2022/01,2022/02,2022/03,2022/04,2022/05,2022/06,2022/07,2022/08,2022/09,2022/10,2022/11,2022/12,2023/01,2023/02,2023/03,2023/04,2023/05,2023/06,2023/07,2023/08,2023/09,小計,地址
新北市,Hobe Fort,其他,Hobe Fort,滬尾礮臺,Hobe Fort,2583,5580,5006,3986,7401,4249,3945,4704,6375,5010,3716,3364,4076,4268,3086,4338,5737,5275,8636,7171,8550,8329,10056,9358,7783,8430,7591,7828,6234,13222,11684,17441,12804,11369,14492,17339,18066,19903,13679,11596,12530,13841,18682,15525,16166,16166,16798,16426,15341,18613,15407,13005,11445,18034,18147,14474,16915,14018,11713,13936,12801,14154,15603,13391,12935,14903,12874,14846,13915,11474,12238,14132,14125,20642,18077,11466,16606,18195,17455,15997,17708,14954,14266,13553,13930,21099,22212,18421,14979,20016,14971,18325,13954,10439,9270,8165,8112,10392,9498,9383,14454,11758,12804,8830,8049,4729,5668,6336,6363,6196,5434,6172,6477,5930,6631,8409,6700,5926,5323,5361,7612,7173,4504,6449,6251,6135,6770,6433,5799,4702,5986,6023,4919,11768,9336,6823,7152,5933,2906,0,2905,3472,3485,4966,3306,7034,7158,4246,4722,5598,4610,6397,1816,0,105,718,955,3347,4318,4103,3592,4926,5180,3604,2471,2633,3533,3740,3502,4718,5002,4426,7518,6387,5269,8252,5144,4838,5013,5335,5988,1665474,251新北市淡水區中正路一段6巷34號
新北市,Tamsui Customs Officer's Residence (Little White House),其他,Tamsui Customs Officer's Residence (Little White House),前清淡水關稅務司官邸 (小白宮),Tamsui Customs Officer's Residence (Little White House),3940,5873,7320,5669,5155,6911,7239,9277,12956,5010,7189,6379,6188,6693,5700,8023,13221,11213,13641,13549,15828,15313,15234,14816,14852,13794,11871,16768,13232,27663,21111,26757,20208,21328,24004,22606,27904,31422,21529,21435,24308,25391,32155,27065,23813,23813,23262,22277,22555,28086,24188,23142,21620,35415,26292,21743,20275,19696,18580,17507,20306,25842,25115,21870,22754,31861,31600,26725,22589,23392,23494,25831,19761,31328,27223,24494,33832,35061,29661,27251,24527,21554,22076,21554,24295,27189,24538,23185,21022,25753,22462,24499,19303,14688,14091,13505,13271,16376,14737,17428,19493,16103,14758,13892,14977,8895,9382,9804,10949,14267,12995,14350,14190,11365,13036,13515,11367,11163,10972,11664,12315,15799,15508,15374,23134,22260,19777,17943,15027,12748,13046,13748,12365,23724,19567,21428,21051,9426,3762,0,4279,7290,6994,7393,7400,16947,12957,9920,9473,8480,6719,10244,2128,0,82,823,1077,6454,9228,9322,5539,6138,8289,6640,3711,3994,6195,6300,6780,8615,10900,9863,15283,13596,12339,14791,10346,9378,8648,8449,10468,2864658,251新北市淡水區真理街15號
新北市,Yingge Historic Street,其他,Yingge Historic Street,鶯歌老街,Yingge Historic Street,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54515,57600,43401,63822,68638,55597,67868,64164,48915,52242,51710,64696,68205,65982,58100,62859,67797,51294,55645,48717,48813,50532,46164,52630,53697,69906,42357,68997,52737,56451,52206,53013,47388,48168,48012,52701,60372,42372,44511,66426,53541,58548,52377,51876,50620,52800,53980,51991,51648,63895,49245,48091,50046,52433,52380,50180,50276,54970,53648,51568,51040,58547,49486,45630,49316,52342,52145,54771,50791,57065,54110,52086,71887,58605,49980,47912,69042,62810,62574,70490,71107,68478,64932,62503,61248,70326,59976,57495,82850,75372,75089,84588,85328,82174,77918,63753,67372,77359,65973,63244,85335,76577,76228,85849,86595,83420,79864,64701,65686,78398,57664,65141,88066,78413,77386,88000,88769,85520,85520,65666,66672,88921,88921,66772,68661,34032,32680,60703,91000,86977,82361,67637,68341,90973,59997,68096,17927,26616,45848,78417,27827,35611,29842,125843,52386,37326,34036,50108,39577,84724,147633,72643,51529,9464482,23941新北市鶯歌區尖山埔路
新北市,Sansia Old Street,其他,Sansia Old Street,三峽老街,Sansia Old Street,17000,14000,185860,199156,335284,211298,164461,180884,261336,139785,154395,128346,138811,161467,182883,205188,242748,275495,192487,155391,141663,127346,105059,106955,141899,133482,115774,111028,94300,274000,172500,197490,184200,198500,200110,200620,199120,198720,197520,188860,272200,200510,186540,191430,183160,192700,113000,106000,115400,185660,183120,185460,192000,192000,161000,153000,115000,117000,129000,142000,160000,172000,176000,159000,200000,278000,166000,159500,79700,143000,171000,159000,162000,179000,173000,182000,205000,300000,183000,168000,162000,145000,147000,138000,146000,159000,167000,173000,135000,305000,169000,157000,139000,129000,113000,127000,139000,153000,174000,175000,258000,297000,297000,158000,139000,126000,134000,144000,134000,156000,177000,172000,228000,284000,171000,155000,139000,129000,129000,145000,137000,151000,175000,170000,240000,299000,172000,156000,139000,116000,123000,146000,136000,151000,173000,172000,300000,182000,84000,63000,71000,95000,127000,144000,150000,146000,128000,131000,230000,200000,200000,73000,29000,500,1400,2400,42000,54000,55000,40000,59500,105600,68700,32600,28900,34000,100000,50400,37657,53900,74000,52700,142936,105000,86724,98535,71896,53400,59495,78927,58700,27108671,237新北市三峽區民權街37-147號
新北市,Bali Zou-an,其他,Bali Zou-an,八里左岸公園,Bali Zou-an,270000,199000,100000,101000,236000,170500,198000,206500,228000,215000,220600,245000,238000,214000,191000,210500,230000,203600,215000,210000,215560,216500,221000,235400,200000,198751,193500,195400,220000,204000,200400,216590,213900,213000,234000,244000,213000,210000,199000,202000,240000,199000,214000,235000,229000,215000,239000,235000,215000,221000,211000,170000,162000,340000,218000,224000,228000,219000,241000,244000,217000,238000,240000,174000,174000,325000,308000,242000,248000,253000,265000,281000,265000,250000,243500,164000,145000,368000,218000,265000,240000,205000,269000,230000,268000,461964,418024,204512,163600,285320,188700,258718,227272,208567,330000,320000,300000,310000,300000,360000,271000,268000,221000,337000,351000,242000,334000,326000,285000,318000,215000,296000,235000,285000,286000,319000,297000,296000,298000,241000,280000,237000,255000,270000,353000,309000,278000,288000,265000,335000,335000,331000,265000,340000,289000,265000,263000,294000,281900,222000,289000,321300,272000,340200,281880,411480,354240,316440,408240,365040,365040,394200,183440,3900,4000,9400,249180,270420,257040,251640,273240,272160,285120,287280,19300,145000,178000,166500,111000,216400,297000,268920,369360,284040,302400,302400,273240,293760,370440,139966,149802,45109186,249新北市八里區觀海大道36號
新北市,Golden Coast,其他,Golden Coast,淡水金色水岸,Golden Coast,301000,202000,120000,129000,405000,232000,230000,228360,231500,232700,235670,251650,264000,205780,187580,196800,411000,357000,366000,241500,240950,245000,235000,247800,215000,212000,205751,210100,220500,360500,246800,257600,253600,243000,244000,250000,225000,220000,209000,215000,255000,218000,236000,233000,232000,236000,246000,244000,230000,228000,217000,206000,210000,360000,241000,236000,239000,238000,250000,252000,234000,246000,249000,198000,244000,350000,361000,275000,269000,278500,293000,320000,308000,268000,251000,185000,210000,410000,265000,289000,259000,246000,280000,300000,246230,320409,268401,275736,240677,540355,538000,566335,571218,522316,265000,310000,250000,260000,240000,250000,368000,384000,295000,453000,474000,323000,449000,434000,382000,425000,310000,419000,330000,397000,396000,448000,410000,408000,404000,331000,393000,332000,348000,384000,260000,434000,383000,393000,347000,431000,431000,429000,347000,438000,399000,345000,377000,388000,362400,301000,368000,416850,355000,436320,365040,543900,467720,403920,522720,484420,484420,509760,244100,4800,4900,10200,325080,352510,350580,334880,378240,373340,377580,388380,21300,190500,235500,216000,150500,306000,384000,361960,511160,385220,399680,416040,366780,392200,485500,188634,201889,55923241,251新北市淡水區環河道路
桃園市,Shihmen Reservoir,直轄市及縣(市)級風景特定區,Shihmen Reservoir,石門水庫風景區,Shihmen Reservoir,78560,115704,85611,84388,106048,86499,72522,78008,147672,70810,87217,111141,73018,105882,84815,71091,122633,93392,81763,77834,91981,77675,77681,81298,82182,83322,90856,113198,53580,101377,94858,101426,112268,81858,94482,96964,76797,107941,108214,90420,137605,96815,83386,114032,94338,84717,95622,84974,77228,122734,68634,119895,104337,142162,89139,95748,84805,85486,100573,90687,90931,130330,102221,210750,99201,156962,120416,98107,108806,101860,117422,93111,103745,125160,98110,160119,171445,129673,167851,131563,112595,111435,103400,88284,111947,117957,119467,165583,103250,124978,119133,121054,128556,181790,98828,116918,102117,124673,155698,156169,100414,159408,123096,109348,112443,189483,97919,94505,91244,107388,113173,183764,118867,110786,106203,117153,127036,151575,140518,97453,83860,148971,115022,148304,101234,107316,87980,103796,100780,164964,88092,87340,77924,123061,116244,135637,237802,259500,276000,298731,330829,265779,286097,275662,188262,320588,268768,192373,229841,266279,200364,179814,178754,97183,185361,258848,250392,283301,275740,290712,187776,208227,228124,360907,228993,487495,253985,227894,216181,263662,278566,224461,336901,228488,240894,303937,263927,262770,279562,222384,240136,26292069,336桃園市大溪區環湖路一段68號
桃園市,Jiaobanshan Resort,直轄市及縣(市)級風景特定區,Jiaobanshan Resort,角板山遊憩區,Jiaobanshan Resort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96577,43226,24872,23377,23752,27820,33184,29518,21345,23922,22627,26291,98269,43325,24664,28377,25021,25542,32685,22327,21004,24540,28298,26443,59947,40794,24476,27126,27034,27536,35044,33526,21054,28594,26276,31754,90068,38267,24138,28144,20595,19044,35897,33675,23434,29614,18599,19023,72254,31969,41640,46738,37563,31268,38494,28478,19770,27834,22248,26312,47380,34636,23901,24624,23445,27335,29931,20687,21318,27004,21108,19070,125186,79807,64962,67713,80390,87254,117065,89544,49210,78842,62341,36657,142989,75068,49182,50842,65972,48687,82573,83704,95332,103356,96789,119441,140485,102026,93958,104551,78610,116151,179144,138306,82103,92093,102101,85400,173786,111835,94371,111496,106476,133499,183823,98569,92129,6679490,336桃園市復興區中正路2號
桃園市,Houtou Mountain Scenic Area,直轄市及縣(市)級風景特定區,Houtou Mountain Scenic Area,虎頭山風景特定區,Houtou Mountain Scenic Area,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150240,230550,201200,305100,245100,202200,244250,256800,195800,228270,197000,237380,233450,206500,165140,239640,223810,126420,236900,239120,169750,187620,130400,179050,176960,202480,255800,248100,226400,197460,218000,213900,168100,195800,158200,148780,151580,154200,155340,178810,173420,151104,169260,163600,120140,154111,175280,213167,240556,239018,287843,263424,283542,268767,305962,272826,126036,354934,344228,216779,265816,265065,280896,326064,181982,133065,163917,183735,211755,241136,249381,259029,223554,218589,290109,272078,204743,263359,342578,304404,279312,296538,364557,253169,380287,340069,343074,365012,310832,322992,389714,322772,327367,21782547,330桃園市桃園區公園路42號
桃園市,Siaowulai Scenic Area,直轄市及縣(市)級風景特定區,Siaowulai Scenic Area,小烏來風景特定區,Siaowulai Scenic Area,4475,6064,6300,1005,3940,2343,1837,2743,13120,6937,16495,10112,6793,4440,5476,3527,3231,2475,3310,3399,4265,6939,17838,14265,7186,4288,4528,4765,2544,0,0,0,0,0,289689,205086,271617,237225,145860,84966,109899,87645,88683,97911,108630,96228,202530,86478,135939,122233,73836,56352,45447,81870,56175,44937,45519,70599,72570,63873,58953,51960,48126,40026,43233,55206,44244,58425,44169,64644,78819,76704,60684,58011,43704,36084,81066,68322,57522,70092,57285,62409,69753,37581,45333,56112,49137,39003,34014,56022,31098,39951,44322,44598,78645,51579,33168,36264,27321,47475,50379,47685,33642,49875,31990,22485,64978,53224,26356,29160,24415,31460,18512,26160,31740,37552,28666,29806,47244,32516,21274,24930,21396,19544,14480,28682,21222,22190,18136,31726,40452,29730,20128,32442,24962,16762,25427,31311,26901,30305,38129,53448,69113,63248,33432,47267,35937,17536,22779,26891,22987,24217,26308,16329,22030,32128,39401,43320,40683,39930,28465,31822,36418,34743,27125,46880,95285,71399,41528,42282,45379,35853,43002,43829,43916,47024,42453,59285,82126,44473,44159,8159905,336桃園市復興區4-6號
桃園市,Lala Mountain Nature Protection ,直轄市及縣(市)級風景特定區,Lala Mountain Nature Protection ,拉拉山風景區,Lala Mountain Nature Protection ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32914,55415,51954,39716,39125,71038,112784,40058,33686,476690,336044桃園市復興區巴崚47號
桃園市,Dongyanshan National Forest Recreation Area,森林遊樂區,Dongyanshan National Forest Recreation Area,東眼山國家森林遊樂區,Dongyanshan National Forest Recreation Area,10193,22579,17189,13345,13650,15371,10891,14356,28404,16138,29574,19436,17975,12505,14421,11275,10020,7284,9451,11363,12829,13320,25630,23139,12594,13882,10710,10557,4124,17362,8887,14117,11249,14978,23313,14753,18693,20088,13387,7494,6728,9615,8662,12007,14051,10841,27552,0,2778,17902,10942,7839,3784,13206,8253,6393,9382,19469,16370,14867,10353,13061,14874,7042,8538,14500,8324,12454,10495,15370,21327,22871,18137,18371,17021,6567,15075,15120,9374,15305,14136,21451,21652,9690,14593,17683,21598,11173,9611,16811,7994,16174,15659,18278,26699,19954,11522,15203,15492,15133,14470,10825,8232,16148,16531,10513,24588,30206,17584,18160,9306,9557,8279,12301,13636,16726,19343,15530,24895,18276,11785,14341,10542,10237,6066,12916,11244,11681,10975,21735,27393,19232,16085,24788,15625,10533,8256,19311,15676,14980,22123,30766,44020,37241,28278,38814,28406,15231,17806,19645,17552,25115,11417,0,9929,20696,27988,22122,21062,14348,10983,8780,13569,15469,10305,21105,41962,35536,19511,15413,17381,7627,12258,12329,13471,19394,14479,19995,32565,17547,19605,2852202,336桃園市復興區成福路600號
桃園市,Lotus Park Leisure Agriculture Area,休閒農業區及休閒農場,Lotus Park Leisure Agriculture Area,觀音蓮花園休閒農業區,Lotus Park Leisure Agriculture Area,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101836,128167,103634,158922,166191,170297,164554,205857,183984,213751,199451,182324,167708,144561,175402,170066,154585,176084,272451,229101,187383,205724,199900,179895,192158,160251,177035,187866,188029,233970,314903,219777,202052,6117869,328桃園市觀音區金華路33之1號
桃園市,YaMay Leisure Agriculture Area,休閒農業區及休閒農場,YaMay Leisure Agriculture Area,大溪月眉休閒農業區,YaMay Leisure Agriculture Area,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280976,160686,175422,185888,141715,141978,144215,132336,135405,1498621,335桃園市大溪區15鄰105號
桃園市,Cihu,其他,Cihu,慈湖,Cihu,52010,145800,125580,121562,176212,181897,116057,312567,217541,228035,334770,318462,316005,308780,300460,309240,338150,326270,301550,312245,238895,302400,333430,387440,265650,299410,285870,254292,277283,337530,310520,328190,269525,292550,349350,358050,287000,353650,341100,235200,366540,258290,373610,334350,295866,174750,359950,295872,230380,353302,344650,275180,374220,326870,314840,293880,239600,260810,326740,294983,256083,319990,319340,265460,382560,359680,340120,320350,262130,252650,310630,309460,264613,322540,323890,275860,386450,378420,241260,286546,236560,203680,258640,201040,242640,324370,298650,256840,243860,325740,202430,263046,224260,156908,199864,126281,116827,155721,138666,133766,118614,101640,112536,113759,106634,73512,96781,89886,50669,65050,95802,71667,74634,77892,68964,77284,63574,57928,63620,53888,45322,59727,51037,60720,55000,60880,63442,71290,63198,58894,59816,56465,41400,55127,51224,45677,121616,133539,140040,162484,188787,176023,201431,166162,126344,237199,183477,110894,137582,186186,131476,123276,195837,156617,206549,218876,247104,264633,242216,273755,233336,229731,243521,275388,234567,277702,342637,302224,218568,256709,264408,204164,302023,270959,283972,331624,316701,316885,368190,265661,261013,40198671,335桃園市大溪區承恩路20號
桃園市,Window on China Theme Park,其他,Window on China Theme Park,小人國主題樂園,Window on China Theme Park,32524,52184,46317,25145,117491,67230,48050,59046,73060,35316,182738,211619,42207,40265,54167,51853,35641,104141,56938,69842,66300,44080,153992,199158,42129,49364,58511,53256,25888,160196,32081,56173,35002,27739,103094,109245,53367,58376,49734,39197,78623,47028,36966,52330,40069,67889,99515,101333,32957,61322,45744,42691,36432,109527,48431,43297,42745,44037,143894,143971,34161,33394,39999,23082,45471,120486,54477,68706,40620,48578,105185,128069,45862,48342,54544,30850,52542,134016,51212,66078,44919,38174,99188,101226,41143,61113,53938,34329,29543,111415,33733,58740,44505,39053,88764,85264,31625,54156,44973,43947,62055,73511,37600,63557,50479,20788,79078,105287,28427,54432,39033,34589,21812,68542,53236,72084,43796,113999,96604,94988,34401,40671,39130,35570,31335,84346,53583,64201,40055,55822,89326,86506,40318,67479,59872,42047,43941,30867,12238,9653,21318,53593,122488,156707,22486,49064,45282,20790,17290,35267,43199,55522,14919,0,981,21116,23781,33000,48200,46197,18543,32110,35669,28022,10897,93677,80113,130481,39810,47105,47246,35100,61275,48328,34936,61026,38435,34391,66326,78866,25946,10561639,325桃園市龍潭區高原路891號
桃園市,Wei Chuan Pushin Ranch,其他,Wei Chuan Pushin Ranch,埔心牧場,Wei Chuan Pushin Ranch,19421,39665,43194,26667,22466,13582,15520,19884,28003,65441,20589,21288,20519,30369,33532,56229,14965,15634,21408,29724,43130,14315,20574,22261,27275,37889,37889,29472,20282,31847,19606,29658,34778,28172,23458,14777,28703,32107,30170,23832,25002,17313,20889,35358,23292,16853,19765,17164,26526,49548,28972,17292,14397,26284,25768,24526,39351,20330,16591,16936,28672,35220,37540,14268,11497,25748,18919,29917,24898,16909,18865,20096,20406,31711,11566,4866,16036,31873,10996,18904,15241,15718,8780,208675,16036,24130,29053,42253,20592,76927,13009,27232,15305,10546,121928,60514,19344,26095,24221,15993,35983,14350,12207,16051,20031,7962,9212,128168,18407,28182,20148,11029,5738,30529,10938,15472,18277,13558,9752,111720,28340,31543,23747,12317,8325,30094,40970,68650,38640,38932,46317,45956,45516,90519,46580,31256,49775,43483,30467,26191,34838,49754,46969,68241,47060,71834,56893,32337,24330,43487,37761,65693,16607,0,4514,26757,23327,36562,45354,54400,15390,33588,39858,31494,8730,19163,30184,44820,38820,52889,46287,29915,58790,46372,28389,57801,34690,29527,25910,30946,46497,5663061,32659桃園市楊梅區幼獅路一段439號
桃園市,Taoyuan City Hakka Cultural Park,其他,Taoyuan City Hakka Cultural Park,桃園市客家文化館,Taoyuan City Hakka Cultural Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28284,31527,46682,52252,58473,51319,56057,54984,45559,63049,64950,44033,27249,26248,21464,20208,38788,31487,37400,66364,56460,63749,57891,34319,30390,24806,33286,60618,39892,20332,22038,25089,25233,42624,57078,41388,19054,20988,29542,30825,24829,35817,42507,54102,35208,49459,48068,27904,33516,30592,30492,66026,84360,61454,60151,61833,56855,2405152,325桃園市龍潭區中正路三林段500號
桃園市,Yong-an Fish Harbor,其他,Yong-an Fish Harbor,永安漁港,Yong-an Fish Harbor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122081,156744,143002,166192,166190,129196,166352,170624,141354,206132,90554,101223,111137,95659,107993,101967,156025,138541,135067,145531,108852,163113,112800,63937,72382,137844,85107,92829,112077,86827,122619,153241,189106,226691,160045,166282,108975,144789,187483,192345,150605,199729,243644,211857,195172,217016,208978,136875,221651,163265,175681,249424,191417,232464,250371,195028,206174,8888259,327桃園市新屋區中山西路三段1165號
桃園市,Xinwu Green Corridor,其他,Xinwu Green Corridor,新屋綠色走廊,Xinwu Green Corridor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64014,125456,79918,84236,154262,149438,184013,208030,229908,241613,210094,200963,171489,187948,228012,225460,184138,219198,238008,218497,213876,235108,236790,183367,231343,202824,225838,276576,229558,269761,290472,240560,250634,6691402,327桃園市新屋區觀海路一段
桃園市,Zhuwei Fishing Port,其他,Zhuwei Fishing Port,竹圍漁港,Zhuwei Fishing Port,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139198,151894,150085,149243,149383,152152,199592,178467,160782,159376,157376,104360,137806,154076,149853,152228,151553,153827,199754,182282,160140,166176,160768,103970,137471,168499,151612,156230,156730,154470,201233,205689,165341,182794,188567,113405,159655,112853,132858,140384,203261,166295,173393,202153,158470,251650,191889,116859,121534,228964,138385,132974,107455,103668,154361,191253,212197,271668,218790,170299,134857,145420,168699,170157,144438,205490,227497,204288,202015,249426,234564,151569,261416,174741,177718,255210,210146,245460,263414,210379,221964,14026518,337桃園市大園區漁港路451巷25號
桃園市,Daxi Zhongzheng Park,其他,Daxi Zhongzheng Park,大溪老城區,Daxi Zhongzheng Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53964,68829,69530,59691,51961,44316,53582,50986,45713,54904,68557,67361,48979,69366,65599,65829,37931,17771,13825,14009,14344,31913,25664,16123,445198,411077,369413,332659,379552,373923,422246,474878,296506,534701,508443,342426,359560,383782,338512,332024,312582,253361,363109,479659,496122,570073,597227,597293,457946,395560,521553,468803,356904,429842,553624,507569,491836,535023,677484,542136,762869,550777,582698,623273,506770,538708,594625,524232,497955,22205260,335桃園市大溪區中央路37號
桃園市,Longtan Large Tourist Pond,其他,Longtan Large Tourist Pond,龍潭觀光大池,Longtan Large Tourist Pond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274130,256985,293723,270415,220444,277176,316493,333101,307140,338526,345151,315830,370134,275810,284753,300003,282560,367866,342657,380972,315093,6468962,325桃園市龍潭區中豐路上林段115巷11號
