縣市,Location,類型,Class,遊憩據點,Scenic Spots,2008/09,2008/10,2008/11,2008/12,2009/01,2009/02,2009/03,2009/04,2009/05,2009/06,2009/07,2009/08,2009/09,2009/10,2009/11,2009/12,2010/01,2010/02,2010/03,2010/04,2010/05,2010/06,2010/07,2010/08,2010/09,2010/10,2010/11,2010/12,2011/01,2011/02,2011/03,2011/04,2011/05,2011/06,2011/07,2011/08,2011/09,2011/10,2011/11,2011/12,2012/01,2012/02,2012/03,2012/04,2012/05,2012/06,2012/07,2012/08,2012/09,2012/10,2012/11,2012/12,2013/01,2013/02,2013/03,2013/04,2013/05,2013/06,2013/07,2013/08,2013/09,2013/10,2013/11,2013/12,2014/01,2014/02,2014/03,2014/04,2014/05,2014/06,2014/07,2014/08,2014/09,2014/10,2014/11,2014/12,2015/01,2015/02,2015/03,2015/04,2015/05,2015/06,2015/07,2015/08,2015/09,2015/10,2015/11,2015/12,2016/01,2016/02,2016/03,2016/04,2016/05,2016/06,2016/07,2016/08,2016/09,2016/10,2016/11,2016/12,2017/01,2017/02,2017/03,2017/04,2017/05,2017/06,2017/07,2017/08,2017/09,2017/10,2017/11,2017/12,2018/01,2018/02,2018/03,2018/04,2018/05,2018/06,2018/07,2018/08,2018/09,2018/10,2018/11,2018/12,2019/01,2019/02,2019/03,2019/04,2019/05,2019/06,2019/07,2019/08,2019/09,2019/10,2019/11,2019/12,2020/01,2020/02,2020/03,2020/04,2020/05,2020/06,2020/07,2020/08,2020/09,2020/10,2020/11,2020/12,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06,2021/07,2021/08,2021/09,2021/10,2021/11,2021/12,2022/01,2022/02,2022/03,2022/04,2022/05,2022/06,2022/07,2022/08,2022/09,2022/10,2022/11,2022/12,2023/01,2023/02,2023/03,2023/04,2023/05,2023/06,2023/07,2023/08,2023/09,小計,地址
臺北市,Yangmingshan Visitor Center,國家公園,Yangmingshan Visitor Center,陽明山遊客中心,Yangmingshan Visitor Center,20681,15269,17206,13474,14562,15968,19888,13165,17578,15936,21415,14389,10053,11962,15172,12013,17142,16672,20561,12214,12247,10842,14946,15611,11050,12111,11884,12957,11937,17581,13094,13306,11248,13140,17282,13201,13785,16426,10710,11148,12187,18612,18580,13329,14179,11397,16000,11791,10469,11515,6896,9631,18133,66380,28664,13106,14624,12856,14267,10917,8291,8156,7192,6792,30147,12587,10463,9435,7859,10190,11561,36528,9787,8593,8530,6505,10773,12587,10360,9315,8395,11833,11518,7228,11310,10575,11370,8977,12349,7941,10391,11667,12854,12468,11457,9562,7305,0,0,0,11835,14029,14400,18840,16300,13364,21623,22431,6780,0,0,0,18832,52386,16896,15409,17161,52793,15355,15512,13055,16738,18460,20950,16358,34154,19223,22918,18408,20368,20841,21888,13500,17686,16880,15873,18936,14591,12992,9603,10249,12303,13064,10650,9458,9071,8622,5340,9087,10321,9338,11290,4219,0,175,835,1201,1127,1555,3309,4733,6628,7705,5146,3517,7594,14315,11911,7465,5787,6438,6593,60330,60338,73293,70644,58005,60807,74049,56339,63333,2829762,112台北市北投區竹子湖路1-20號
臺北市,Yangmingshuwu,國家公園,Yangmingshuwu,陽明書屋,Yangmingshuwu,1618,3842,3009,3302,2562,2846,3375,3756,3376,2369,2982,2928,2438,2758,3664,2507,2354,2716,4286,3358,3192,2040,3423,3680,2166,2295,2597,2309,1685,3581,3561,3822,2234,2320,3534,3367,2977,2715,2830,2698,2597,3617,5221,4317,3497,2815,3005,2497,2764,3701,2863,2983,3010,3667,3804,3082,2826,2943,2817,2668,2550,3191,3748,2455,2446,3203,2991,3614,2675,2361,2858,2991,2680,3543,3170,2757,2811,4196,3157,3278,3230,7392,2343,1333,2378,3426,3529,2448,2846,3915,2524,3145,3615,2574,2766,2830,1639,2805,2832,2857,2834,3002,2910,3500,3002,2101,2654,2455,2272,3489,2490,2177,1616,2745,2811,13045,11270,10926,6813,6009,11634,9339,7987,9317,8761,12488,2415,11296,10862,10557,13671,11650,7134,9475,10703,8483,8983,9847,8295,5819,6886,8747,9086,7959,5855,6569,5888,5376,4434,5299,4925,6117,2403,0,426,1252,1304,1449,2604,3162,3381,4017,4102,3701,2617,3996,4746,4770,3297,2896,3858,3078,4570,13989,14737,14258,11019,7984,8942,5106,4342,798852,112台北市北投區
臺北市,Yangming Park,國家公園,Yangming Park,陽明公園,Yangming Park,52000,48000,41000,38000,143000,715000,675000,112000,41000,32000,61000,54000,47000,45000,39000,42000,128000,456000,824600,86000,45000,35000,58000,51000,45000,42000,43000,45000,96000,414000,611300,92000,42000,33000,56000,49000,42000,39000,40000,36000,161000,463000,705200,85600,38600,28000,51700,44700,39000,36000,35000,33000,114000,768000,582000,76000,35800,27500,44700,42500,38000,35000,32500,31000,98500,1023900,411400,78000,32800,25400,43200,41500,34200,33000,30500,29000,94000,922000,624200,76000,31000,21550,13090,5100,4390,8700,13040,19350,26250,663367,691332,25200,30750,24750,15400,9540,4940,4750,6513,4883,8490,569737,802012,35988,26671,23895,17950,15050,12850,9050,8270,8660,8750,247131,891890,26500,23500,24400,15700,16060,14010,7630,9940,9480,10340,362770,616450,35100,28300,26400,14400,13300,13500,9800,9400,9300,63502,182033,395529,17600,10400,20600,15600,17800,15420,7380,10070,8690,14994,609339,572943,12322,3022,18052,9750,14460,13520,6308,5970,6622,202150,278450,544370,525003,219193,207641,296942,362586,203882,184476,330665,137314,351555,383053,658319,611056,549175,483219,457438,399813,475343,28259438,112台北市北投區湖山路二段26號
臺北市,Datun Recreation Area,國家公園,Datun Recreation Area,大屯遊憩區,Datun Recreation Area,39100,61500,37020,42700,37816,37520,16118,16071,55137,45369,59247,54858,47036,18227,22892,25355,22621,25946,34869,17715,30077,36656,64104,61588,38031,28425,15156,23331,12023,47883,29168,40864,34597,46285,58672,44622,40317,30278,16270,9959,17047,29079,38558,34332,43906,42586,63721,41881,51743,38214,27467,27306,23629,41333,60660,30168,44126,122164,101522,100871,49849,47142,52135,22932,54121,54357,45513,55373,48226,66879,88481,101473,52891,43251,38686,18582,48282,38345,35079,51847,56146,83547,83321,43999,62871,52824,69359,41803,46979,67055,39456,78602,81236,99711,109117,85946,50983,73936,71715,61641,58882,40053,44729,85110,71767,43532,89058,77931,62141,36427,15855,31852,30588,52168,33536,47707,65776,83168,88858,89094,64101,65939,60155,45507,28853,76943,48256,58579,51847,45953,80894,53030,31455,47110,38052,7643,10671,34546,51122,41056,39395,53302,50177,49548,33624,34116,27592,21340,40652,31452,33538,40628,24208,2302,32925,33581,50740,36813,26333,21219,18989,12510,31139,38302,23947,36476,49299,42514,26437,23972,22245,17453,25656,23525,31820,29894,27478,30600,38307,32373,36888,8172680,新北市三芝區興華里車埕路53-2號
臺北市,Longfonggu Recreation Area,國家公園,Longfonggu Recreation Area,龍鳳谷遊憩區,Longfonggu Recreation Area,13990,25630,25440,20610,20780,23282,40105,44561,20040,14837,19696,15064,16001,15544,19698,16735,23865,24039,50032,51152,21435,16589,23928,23634,10567,11765,10563,14680,9532,18446,30114,68562,13596,13681,17685,13186,13331,17781,12589,12963,21201,22134,62447,64691,16243,15811,15787,16963,16176,18951,18136,19135,21683,38987,45769,66359,16353,20637,15077,19399,17461,18297,23211,17523,22199,24641,51141,101997,18584,17464,14582,18688,21145,23386,20045,20972,24821,31373,72394,123415,24013,20029,19881,15954,19603,21715,23252,21160,25045,35712,75162,108251,16529,12384,12809,14441,13501,17269,26449,34432,43762,32503,104623,119830,39363,18100,20722,23993,26402,30456,25771,29014,27405,45304,59814,160759,29675,23714,22649,22851,22109,21424,28537,33115,27659,53265,131849,133843,43516,82158,44290,41467,51423,33778,34252,36266,44468,35513,73930,41460,29453,28932,25854,28364,33624,45372,35417,32719,49719,48486,115274,120591,18098,2951,4898,18330,26895,38354,42257,34452,37981,60868,134428,126255,22051,20289,22630,22804,25921,26214,23908,28361,35270,22790,66420,89902,25115,23723,26655,20117,12910,6244281,112台北市北投區泉源路
臺北市,Xiaoyoukeng Recration Area,國家公園,Xiaoyoukeng Recration Area,小油坑遊憩區,Xiaoyoukeng Recration Area,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16332,33746,19492,29226,20714,30604,31685,23839,23243,23293,22414,16558,20839,16853,24528,27840,18760,18184,25647,20332,22928,28958,19923,21417,19162,19997,38851,28281,24669,39041,26927,25852,22187,29937,31949,21653,27940,36535,35525,33152,29396,30995,31530,33416,26893,30320,28863,25745,35459,29038,30445,31767,29093,29671,33063,22694,29333,34418,32568,20433,23180,37529,22513,30685,32214,29445,35912,26917,17953,33792,35459,32085,29227,25194,28157,45649,30392,24862,32685,34051,32129,60580,25047,28657,25298,38515,43575,46086,48112,32134,40787,36922,27528,34442,38472,36223,28108,40606,39406,44955,37215,45312,37499,33254,30628,45888,42434,43712,38537,26902,24238,19678,32599,42561,40692,33943,22520,38685,33943,16916,32288,29753,29314,35451,14230,471,4088,10417,19098,22511,18608,13781,11633,20692,24159,18898,8080,24259,34135,29833,15950,13388,10938,7264,20190,26116,39875,44165,31069,35408,45902,38047,35843,4422646,112台北市北投區竹子湖路69號
臺北市,Lengshuikeng,國家公園,Lengshuikeng,冷水坑,Lengshuikeng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24167,44003,46344,45917,37508,54834,59303,67573,46038,58419,74151,59243,43952,46861,58151,28272,35572,45194,58141,49737,37474,53017,49737,36609,45076,37350,36986,53933,23061,2714,7777,19289,25368,25641,46195,38351,23806,24165,36458,33436,15970,36410,46164,42219,28492,32949,50599,29433,49030,53428,47496,61543,50953,69372,68207,55318,74631,2452037,111台北市士林區菁山路101巷170號
臺北市,Qingtiangang,國家公園,Qingtiangang,擎天崗,Qingtiangang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35287,37730,34293,47182,40755,50246,52741,43875,51621,80294,78972,56932,64208,74443,32642,34083,37021,52060,45108,48245,28382,47421,48245,26239,40270,49435,37515,45944,22426,827,7735,22205,23454,23454,31184,23673,21729,20132,30926,34801,16189,38108,51806,52038,32706,28482,39082,27559,46019,48374,53412,70576,45131,52482,64993,45604,60239,2356535,111台北市士林區菁山路101巷246號
臺北市,National Palace Museum,博物館,National Palace Museum,國立故宮博物院,National Palace Museum,114367,208563,208270,188290,202013,163287,232007,261060,227480,147799,205593,214893,168281,228674,255355,268362,230398,245416,296234,307094,321709,243370,292982,316157,246015,298117,331855,311901,258191,291182,303435,356119,328895,251374,355498,347995,253090,331835,381051,390912,298037,329963,426229,464262,421357,309928,375416,367686,279346,345925,370956,371710,304278,324931,388409,396625,333495,338163,397836,472754,376983,359249,410667,397288,389257,458965,505251,507282,496465,408086,428610,453959,384277,458793,448495,462885,482236,533567,441972,406013,459271,365835,429725,465433,333224,486151,455457,428983,447514,466023,462046,438172,423639,356769,411514,402433,243479,341266,329451,343419,334485,318772,310789,351929,369998,320848,424706,431185,264756,386268,429425,467762,421459,408214,291705,270188,259052,248363,286991,338580,268250,343294,351268,373280,370990,407593,366684,340563,352990,292033,338031,354840,191623,266119,276443,274464,207677,62144,15436,10141,20489,30693,51837,59923,35828,58803,43382,45810,44342,53268,33743,57620,19077,0,2891,18740,19855,70089,62295,34916,34727,37931,32976,25908,16461,28804,69660,70950,42339,64834,57755,74943,103511,98055,99299,125817,107071,116323,137895,143101,118554,49572382,111台北市士林區至善路二段221號
臺北市,Taipei Fine Arts Museum,博物館,Taipei Fine Arts Museum,臺北市立美術館,Taipei Fine Arts Museum,20331,35672,32447,32226,33391,27818,33511,49280,98156,97210,132589,190481,160332,229033,40700,51818,86665,125858,26428,30450,22289,42963,118426,128505,98279,68543,307343,235932,172874,280103,205924,330116,120243,63616,29827,30254,24600,19487,34687,31118,30209,22190,24057,28545,27449,22673,29423,40549,15371,35997,31220,31592,26514,25399,24616,27199,22572,17795,21476,44209,29244,37955,38532,45416,32659,48700,37686,37302,29328,29154,34821,38715,31443,58068,60689,56789,50671,39885,49621,69926,56560,54666,62497,51992,38738,52623,49804,51150,45301,45712,51530,89617,66482,58703,68457,60446,43701,58239,45008,48946,35235,41676,29819,48177,46748,44300,69949,71639,52168,25756,24684,20444,16013,12707,15814,1091,0,8322,30784,37802,35185,42358,36532,47848,48208,42015,41689,32279,35872,38124,43477,59930,47558,48547,39836,43354,39207,35556,27370,20572,37308,67915,58297,53478,33168,41334,24529,39423,40411,33437,30771,25236,34650,0,10256,26658,39661,53875,29707,23932,22994,23624,25107,23991,20700,34214,54177,39088,27611,38191,37153,37862,34949,46224,59945,68624,59127,47827,53245,50011,42360,9395071,111台北市士林區菁山路101巷246號
臺北市,National Museum of History,博物館,National Museum of History,國立歷史博物館,National Museum of History,91322,17608,20641,45562,113477,137056,72197,25229,33149,34289,79001,75540,48773,21357,11658,92387,103543,117566,132838,23877,14893,35126,58822,60941,38224,20969,22622,26261,14631,66195,42589,80254,28969,42978,117109,147620,133028,13326,16705,29503,58455,84334,57565,22191,13610,44284,123676,109661,64351,34734,38966,58326,41224,64728,53382,72681,63243,34300,40768,45077,49175,24644,36753,61336,78062,97474,15385,8894,1310,0,31702,41384,25329,21011,17534,20186,17594,18065,20120,12286,16503,16026,24435,20809,12615,12992,14357,10972,31337,25507,24986,25736,15524,14263,25831,28868,22243,20187,38086,58392,46235,54910,24519,39831,39125,43468,45240,28157,21925,16109,19444,11908,22732,12409,12110,37647,16977,29475,16143,11718,6905,11044,7740,2631,0,4441,9761,361613,359689,255642,172933,86990,63898,34642,24538,41679,41164,21817,10297,15191,63916,127552,96024,218084,190188,246018,138948,118501,173973,266892,120588,151745,51642,0,2815,56860,86984,167844,136423,110530,92778,119651,57085,83075,62618,78667,124667,90229,81752,135236,112355,82140,64519,40238,31776,57476,82523,187182,290778,204936,91447,11270656,100台北市中正區南海路49號
臺北市,National Taiwan Science Education Center,博物館,National Taiwan Science Education Center,國立臺灣科學教育館,National Taiwan Science Education Center,31122,72462,86793,62790,51979,46189,58886,49103,41757,30983,90794,107304,36761,49842,61341,64811,37438,49732,35196,60830,60569,98724,411508,422237,167890,155821,88451,69678,111042,206764,279963,459476,351409,163709,440827,258096,117315,99625,165626,211004,314408,244453,98033,143329,192393,131550,322254,227673,83024,103668,225954,234988,205389,293358,100381,159628,130327,170787,284880,332002,107545,112393,182259,123501,185372,187835,147446,251781,120630,198564,439408,393563,96893,109383,81796,113938,199654,336397,174773,136922,151755,165652,338050,348609,124376,121870,112112,227705,396445,461999,144773,165456,194883,220186,328346,377741,158874,146112,177655,184440,187075,212926,173452,317900,313367,170077,417942,395504,188831,178302,143097,170888,203148,276567,25705,34219,22534,101957,336569,365712,255152,126767,147813,159232,174599,170695,220887,173365,159213,249763,561883,413667,212570,187712,224782,251625,234135,119748,11962,4867,96,3300,110512,258390,134732,116873,38363,49367,121528,171623,104862,113748,65807,22520,40689,32977,45210,101304,153282,184900,161689,184150,229376,122133,78862,101808,153264,273045,114914,107111,177356,174796,199775,223609,97228,180828,102127,169510,410574,368104,142401,31650370,111台北市士林區士商路189號
臺北市,Taipei Astronomical Museum,博物館,Taipei Astronomical Museum,臺北市立天文科學教育館,Taipei Astronomical Museum,48469,53794,62196,49125,42187,34596,63952,60563,51165,29899,95136,82316,37784,48262,51993,52753,38672,39373,48690,50723,43524,28814,72242,84430,61755,49307,51651,47650,27151,34706,58181,94848,54034,36705,97982,96091,59247,55991,66375,55873,34874,45116,48289,62191,59885,42014,74641,85991,61457,48734,61984,63858,37131,34535,46629,63816,50076,43603,78299,88123,59834,48239,54538,53374,28884,34346,49361,79927,44494,44175,79982,92422,57600,65269,53060,50162,51461,52927,44921,41849,40201,30017,45596,53513,37716,44757,39778,41784,28075,28519,40994,44502,34482,27234,42535,46594,33750,32180,39500,41163,34722,41336,51339,54151,38541,30716,63541,81772,52149,58381,44315,51477,41274,56436,88474,75015,63142,56182,100667,118119,88066,51323,51090,56324,46631,54953,94230,81411,57611,57474,106838,112152,81632,77255,51425,57874,46608,26497,15290,10652,36339,80345,87576,87540,60693,67394,49490,49912,42440,42754,52853,63111,15545,0,0,13740,16134,41673,50453,51118,22734,46084,52713,29826,13964,29796,90796,93098,62859,93291,58975,77454,67956,68139,59784,86487,63859,75457,129397,155236,110048,10033314,111台北市士林區基河路363號
臺北市,National Dr. Sun Yat-sen Memorial Hall,博物館,National Dr. Sun Yat-sen Memorial Hall,國立國父紀念館,National Dr. Sun Yat-sen Memorial Hall,65551,102359,108359,97363,100507,137879,134908,160008,193615,97046,141149,150192,220521,260306,132660,122461,167925,186753,179760,209265,246454,285222,375085,419437,223632,391391,261584,392631,440173,1221638,516144,266184,218544,594751,236436,568536,514929,246600,210292,659522,621498,7248128,575924,735666,744047,763464,780787,807336,470551,666502,672478,883154,584810,540307,581583,745653,679983,575310,688101,694394,581589,540200,635299,615442,601739,510708,615339,599778,582176,555850,572168,552793,510916,563163,559598,655859,0,517386,557120,605692,583729,470323,689455,510527,456150,534611,493676,618519,549706,471459,533330,525131,515992,510542,543584,536210,470916,511332,467952,610518,493736,401676,382513,417041,386749,418381,416610,479505,368538,448353,435444,604810,385782,374768,346417,462725,424895,398624,342995,350280,292670,355690,362865,411185,389490,332175,416210,439080,489900,437930,427510,410440,267845,360215,331495,413595,249200,179465,154290,96400,109475,118575,171490,184000,172950,260525,197590,199090,169615,142825,149890,169285,98845,14595,25375,42300,74500,110240,145390,225800,134575,96490,130975,116075,75195,87180,156250,131410,109880,149160,154050,264495,161860,6337840,187925,218180,185810,154085,177580,179220,165215,80167222,110台北市信義區仁愛路四段505號
臺北市,National Chiang Kai-shek Memorial Hall,博物館,National Chiang Kai-shek Memorial Hall,國立中正紀念堂,National Chiang Kai-shek Memorial Hall,168466,218415,173693,164788,407253,501647,383026,513701,241496,235456,610225,354702,335127,329670,306957,472033,367941,615570,400785,324598,349816,181105,219525,468135,243843,669637,364774,620857,606135,639926,621761,384281,340480,735881,486620,628330,557201,241869,224896,446401,459234,446564,473544,502759,527102,594956,684388,632525,607064,552112,518065,544333,457299,505442,558320,547418,543462,519881,506791,561403,464775,559038,532798,551110,540788,649659,673607,550088,578263,495607,533840,556757,488149,574091,524034,462278,485208,636861,707343,665662,602923,548336,613380,646732,499644,596648,536294,553473,600493,699497,648097,604085,540800,511811,595274,610035,543699,564492,477708,557680,562680,535708,373013,355138,305886,291125,343171,389121,310153,357509,314068,356081,349272,326354,369781,336144,314019,291154,406947,439344,370477,420237,378069,417284,447921,465276,522040,505600,458051,394512,414638,434332,302383,450003,363845,449397,452759,285731,160903,54841,25793,37880,63637,82463,65733,128770,82098,136514,91022,105286,97380,80154,26775,0,2394,14278,21844,96276,46815,164122,83407,88740,139416,86644,24019,42034,59787,61834,60790,102145,112666,237818,233048,224709,222270,241564,249988,206362,268828,232845,237208,69341064,100台北市中正區
臺北市,Discovery Center of Taipei,博物館,Discovery Center of Taipei,台北探索館,Discovery Center of Taipei,12264,15752,14194,17200,6833,11130,10832,15793,19807,14713,16071,21051,21499,17649,13887,13409,11597,10623,17679,17683,19277,13234,19968,16958,9549,12751,17976,18282,14078,8146,15372,15168,15569,16662,20701,15262,13968,19959,18479,14168,8378,15740,20403,16973,15410,18647,26055,22317,12924,19529,18191,20594,12365,10433,25752,14843,16647,22493,26124,22757,14860,16595,40107,38171,23197,15105,28981,15373,25250,26496,22154,24848,11384,15553,26796,24464,27521,13201,16138,24758,33338,29095,48366,25416,10785,33594,39119,38794,27213,10264,19596,22922,20259,16434,20835,17698,7416,11952,13171,10164,14877,17444,14798,25005,22115,24933,29650,38664,12470,17230,20098,17044,19706,14066,10888,10035,11595,12728,19408,27802,24874,29790,29440,32869,29386,18645,14216,9868,15340,15143,17774,19330,16318,22672,30299,22489,14367,9542,1095,628,2450,5280,12461,43843,24405,29804,21792,24445,28295,14273,5257,5774,1948,0,0,1582,10616,21904,25742,17571,3035,2131,4578,2200,1316,2881,26494,35602,15758,21464,18033,12402,5045,9137,7236,9618,8614,29825,45385,36737,18911,3257636,110台北市信義區市府路1號
臺北市,"Museum of Contemporary Art ,Taipei",博物館,"Museum of Contemporary Art ,Taipei",台北當代藝術館,"Museum of Contemporary Art ,Taipei",8693,17775,16983,24864,13994,8259,13292,11999,14620,9683,17553,18775,23185,30344,22479,29984,43332,8939,20296,29819,52077,14704,24442,26557,52124,24513,36169,27320,21481,14994,15333,13183,19467,13857,18439,18420,18542,17097,16368,15683,9508,16279,19263,19095,16325,13706,13047,13145,12006,20467,11476,13741,10368,11438,12793,12294,16170,17100,17703,17431,17881,20392,17018,19081,12366,18106,14183,13300,29629,16311,23869,28079,13723,22323,27494,17429,22858,18361,15920,20106,23251,12121,15594,21841,25243,15062,17324,18983,13385,13400,34345,72788,36921,13528,9645,5550,8617,34281,20894,24163,12480,13493,15823,15755,16674,13309,14191,15882,20312,24935,14156,21003,19100,12726,26939,35563,26507,23690,17645,15010,16058,27221,29524,17142,14230,10494,23031,19933,51432,46863,26644,26451,21766,36076,41609,18852,17445,9018,6791,5653,7574,9660,9495,12064,11110,14148,19356,13717,13443,7131,10095,5560,1986,0,3913,9987,8698,12766,14308,19288,15399,7775,11655,12784,6363,9457,10782,9286,9813,11027,10943,27829,10333,13679,17537,18755,24949,15662,34707,21335,12381,3322534,103台北市大同區長安西路39號
臺北市,Beitou Hot Spring Museum,博物館,Beitou Hot Spring Museum,北投溫泉博物館,Beitou Hot Spring Museum,10622,22905,29823,26884,17910,26670,22081,23191,23860,19008,26468,27383,15926,25571,31067,32161,32468,29744,24664,24820,24578,20254,26115,25839,18287,26217,28661,33375,34098,35307,29274,29684,24481,22106,32650,28964,25903,32719,39661,43024,34088,38693,35707,37188,34755,32983,44778,47214,44313,40964,43422,48988,43794,26273,40520,30264,32084,34153,33724,42358,53084,47226,55241,50133,38943,34459,41525,42657,45627,39607,43671,53331,41106,61121,60856,37107,54643,46748,48226,55369,42824,32791,38702,39188,38506,56993,51555,28510,48000,36411,35908,35548,33073,25054,32714,33584,25989,41738,42059,49833,36469,35987,35242,38886,31803,24905,29117,32176,2668,0,0,0,0,0,0,0,0,0,0,0,0,5571,39131,40454,37415,25183,30615,28633,30010,28274,30907,31433,43952,42903,43298,43945,32560,24135,10969,6520,9630,9499,13276,18220,18296,25466,20893,25342,25103,19431,16858,17611,5866,0,209,1248,2826,15745,22208,22479,14227,11542,14694,9998,5547,7924,18030,19679,12731,18246,23191,30292,28360,31478,29821,34133,26054,24272,27183,27437,24938,5133490,112台北市北投區中山路2號
臺北市,Ketagalan Culture Center,博物館,Ketagalan Culture Center,凱達格蘭文化館,Ketagalan Culture Center,1860,8457,10988,14382,10657,10545,9578,8570,11179,7023,10193,10273,6178,10401,12436,9461,8743,6640,10289,15505,17434,14456,21503,19268,12714,15367,19729,21913,15409,14422,17430,14197,10804,8191,12697,11785,8587,20929,29859,37170,22812,25317,26623,33849,24985,15547,28912,27609,27394,36132,33230,37503,23525,10963,20176,17608,20151,21991,21258,20403,18543,23572,23459,29911,21872,18535,21631,19713,23665,21304,22212,23236,11616,25849,20963,16859,28123,22736,14693,20453,18388,17285,20652,20811,21466,52603,40686,42348,40746,39004,29662,29004,33325,30867,40281,45787,36861,51486,45180,52091,31988,38756,36799,56451,38868,34482,37332,41015,31664,50657,45577,49828,35058,32643,30995,33108,35527,27502,44969,54948,44236,40597,40311,32369,23803,8385,5368,0,0,0,0,29569,34578,46960,53539,36577,20222,19246,13039,8494,10715,16012,24357,38707,27682,23507,20403,18453,16758,9844,15362,15953,6757,0,1355,9905,11749,15740,15351,16697,9461,7439,12102,10106,9294,12947,23271,23605,29365,27720,23137,26718,19940,21745,25985,14999,13508,15287,26548,26836,26638,4138106,112台北市北投區中山路3-1號
臺北市,National Taiwan Museum,博物館,National Taiwan Museum,國立臺灣博物館,National Taiwan Museum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33702,35908,30003,41530,43427,33677,56075,58941,29308,20178,23090,38682,35714,37735,33848,41223,42186,55855,71131,65852,40762,41028,35408,40368,44396,38484,43946,43933,56831,53038,73372,68085,36149,43330,38821,40925,34913,21561,10311,9033,20138,38799,85702,98560,48378,76863,53526,46959,47735,49957,43638,55571,16893,0,3293,11206,14159,29051,34654,37069,25184,32250,33264,22664,8954,17332,91115,91186,41708,58852,48042,55650,65668,63989,48588,77077,68781,82654,118081,104655,62553,3673157,100台北市中正區襄陽路2號
臺北市,National Revolutionary Martyrs’ Shrine,其他,National Revolutionary Martyrs’ Shrine,國民革命忠烈祠,National Revolutionary Martyrs’ Shrine,16114,40000,39000,38000,40000,39000,40000,42000,38000,40000,39000,40000,39000,40000,45000,186905,153274,101212,136206,123798,124113,119841,101525,58293,97477,118516,128454,138087,101393,116491,120280,124036,103751,112213,145006,159451,150632,169215,186199,134958,108787,116586,139661,132964,114141,103061,95867,124398,119965,151068,141264,125377,141196,137904,124490,131826,142148,116191,123377,143294,144485,176697,187125,168160,148635,147126,168305,147378,146162,142933,127652,119454,118080,126897,114986,84248,106319,89861,106576,120764,153318,140778,141266,142807,145619,161528,163462,162237,129154,126586,149169,135099,137916,128630,131095,156675,136197,151967,122347,120945,100242,133249,175605,160725,165910,155400,138643,142142,128407,154435,168572,161406,140058,124122,160979,132435,140345,137269,115837,129310,124396,153259,162360,148495,127997,128800,156837,137043,134097,117954,130217,138062,109130,150100,155533,152725,87082,57070,1905,1193,1520,2580,2428,2493,918,2773,2014,4380,2636,1592,2025,1757,896,0,43,765,779,1836,1637,3502,1500,2015,1399,1779,1482,1300,1712,1959,2243,2177,2273,2620,2739,12748,19952,36201,38870,29443,31716,39452,38625,17396768,10491台北市中山區北安路139號
